"","Phylum","Latitude","Longitude","Entw.stad","N.c","N.t","Independent.study.ID","N","Stressor","Response.type","t..d.","T1.m","T2.m","Ph1.m","Ph2.m","O1.m","O1.sd","O2.m","O2.sd","units","S1.m","S2.m","Val1.m","Val2.m","ResponseTypeSimple","ResponseNegative","id","Genus","Family","Order","Class","SpeciesAcc","ClassFossil","yi","vi","T.mr","Ph.mr","O.mr","S.mr","Gensamcom","Famsamcom","Ordsamcom","Clasamcom","TPref.Min.10th","TPref.Max.90th","Tcontprox","Ttreatprox","motility","composition","life_habit","diet","buffered","Paper","Publiziert","MinEffect","MinVar","Rand"
"997","Mollusca",-33.58,151.14,"Gamete",5,5,48,10,"T, pH","fertilization",0.0104,20,22,8.25,7.6,NA,NA,NA,NA,NA,36.6,NA,3.35594818299257,3.28277590151738,"Fertilization",FALSE,"ES.1015","Haliotis","Haliotidae","Lepetellida","Gastropoda","Haliotis coccoradiata","Gastropoda",-0.0391437918322706,0.40007661182195,2,-0.65,NA,NA,0.375,0.375,0,1,NA,NA,NA,NA,"actively mobile","aragonite","epifaunal","grazer",TRUE,"Byrne, M., Soars, N. A., Ho, M. A., Wong, E., McElroy, D., Selvakumaraswamy, P., ... & Davis, A. R. (2010). Fertilization in a suite of coastal marine invertebrates from SE Australia is robust to near-future ocean warming and acidification. Marine biology, 157(9), 2061-2069.",2010,TRUE,TRUE,TRUE
"998","Mollusca",-33.58,151.14,"Gamete",5,5,49,10,"T, pH","fertilization",0.0104,20,24,8.25,7.6,NA,NA,NA,NA,NA,36.6,NA,3.35594818299257,3.09659654011968,"Fertilization",FALSE,"ES.1016","Haliotis","Haliotidae","Lepetellida","Gastropoda","Haliotis coccoradiata","Gastropoda",-0.142280639673925,0.401012189021301,4,-0.65,NA,NA,0.375,0.375,0,1,NA,NA,NA,NA,"actively mobile","aragonite","epifaunal","grazer",TRUE,"Byrne, M., Soars, N. A., Ho, M. A., Wong, E., McElroy, D., Selvakumaraswamy, P., ... & Davis, A. R. (2010). Fertilization in a suite of coastal marine invertebrates from SE Australia is robust to near-future ocean warming and acidification. Marine biology, 157(9), 2061-2069.",2010,TRUE,TRUE,TRUE
"999","Echinodermata",-43.5,161.5,"Gamete",4,4,50,8,"T","fertilization",0.0104,22,24,8.25,8.25,NA,NA,NA,NA,NA,36.6,NA,2.04033357498502,2.36683450581751,"Fertilization",FALSE,"ES.1017","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",0.242976097863875,0.503689836508322,2,0,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Soars, N. A., Ho, M. A., Wong, E., McElroy, D., Selvakumaraswamy, P., ... & Davis, A. R. (2010). Fertilization in a suite of coastal marine invertebrates from SE Australia is robust to near-future ocean warming and acidification. Marine biology, 157(9), 2061-2069.",2010,TRUE,TRUE,TRUE
"1000","Echinodermata",-43.5,161.5,"Gamete",4,4,51,8,"T","fertilization",0.0104,22,26,8.25,8.25,NA,NA,NA,NA,NA,36.6,NA,2.04033357498502,2.19834712013695,"Fertilization",FALSE,"ES.1018","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",0.123633568639648,0.500955328705911,4,0,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Soars, N. A., Ho, M. A., Wong, E., McElroy, D., Selvakumaraswamy, P., ... & Davis, A. R. (2010). Fertilization in a suite of coastal marine invertebrates from SE Australia is robust to near-future ocean warming and acidification. Marine biology, 157(9), 2061-2069.",2010,TRUE,TRUE,TRUE
"1001","Echinodermata",-43.5,161.5,"Gamete",4,4,52,8,"pH","fertilization",0.0104,22,22,8.25,7.8,NA,NA,NA,NA,NA,36.6,NA,2.04033357498502,1.87004457335758,"Fertilization",FALSE,"ES.1019","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-0.140998091783064,0.501242528867904,0,-0.45,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Soars, N. A., Ho, M. A., Wong, E., McElroy, D., Selvakumaraswamy, P., ... & Davis, A. R. (2010). Fertilization in a suite of coastal marine invertebrates from SE Australia is robust to near-future ocean warming and acidification. Marine biology, 157(9), 2061-2069.",2010,TRUE,TRUE,TRUE
"1002","Echinodermata",-43.5,161.5,"Gamete",4,4,53,8,"T, pH","fertilization",0.0104,22,24,8.25,7.8,NA,NA,NA,NA,NA,36.6,NA,2.04033357498502,1.72491134562806,"Fertilization",FALSE,"ES.1020","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-0.269803941068547,0.504549635413508,2,-0.45,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Soars, N. A., Ho, M. A., Wong, E., McElroy, D., Selvakumaraswamy, P., ... & Davis, A. R. (2010). Fertilization in a suite of coastal marine invertebrates from SE Australia is robust to near-future ocean warming and acidification. Marine biology, 157(9), 2061-2069.",2010,TRUE,TRUE,TRUE
"1003","Echinodermata",-43.5,161.5,"Gamete",4,4,54,8,"T, pH","fertilization",0.0104,22,26,8.25,7.8,NA,NA,NA,NA,NA,36.6,NA,2.04033357498502,2.34445607603852,"Fertilization",FALSE,"ES.1021","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",0.230473619551694,0.503319880581829,4,-0.45,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Soars, N. A., Ho, M. A., Wong, E., McElroy, D., Selvakumaraswamy, P., ... & Davis, A. R. (2010). Fertilization in a suite of coastal marine invertebrates from SE Australia is robust to near-future ocean warming and acidification. Marine biology, 157(9), 2061-2069.",2010,TRUE,TRUE,TRUE
"1004","Echinodermata",-43.5,161.5,"Gamete",4,4,55,8,"pH","fertilization",0.0104,22,22,8.25,7.6,NA,NA,NA,NA,NA,36.6,NA,2.04033357498502,1.96511517618965,"Fertilization",FALSE,"ES.1022","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-0.061410378242012,0.500235702159739,0,-0.65,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Soars, N. A., Ho, M. A., Wong, E., McElroy, D., Selvakumaraswamy, P., ... & Davis, A. R. (2010). Fertilization in a suite of coastal marine invertebrates from SE Australia is robust to near-future ocean warming and acidification. Marine biology, 157(9), 2061-2069.",2010,TRUE,TRUE,TRUE
"1005","Echinodermata",-43.5,161.5,"Gamete",4,4,56,8,"T, pH","fertilization",0.0104,22,24,8.25,7.6,NA,NA,NA,NA,NA,36.6,NA,2.04033357498502,1.26401611290531,"Fertilization",FALSE,"ES.1023","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-0.73105038921904,0.533402166973582,2,-0.65,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Soars, N. A., Ho, M. A., Wong, E., McElroy, D., Selvakumaraswamy, P., ... & Davis, A. R. (2010). Fertilization in a suite of coastal marine invertebrates from SE Australia is robust to near-future ocean warming and acidification. Marine biology, 157(9), 2061-2069.",2010,TRUE,TRUE,TRUE
"1006","Echinodermata",-43.5,161.5,"Gamete",4,4,57,8,"T, pH","fertilization",0.0104,22,26,8.25,7.6,NA,NA,NA,NA,NA,36.6,NA,2.04033357498502,1.99837599414088,"Fertilization",FALSE,"ES.1024","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-0.0343823125225332,0.5000738839634,4,-0.65,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Soars, N. A., Ho, M. A., Wong, E., McElroy, D., Selvakumaraswamy, P., ... & Davis, A. R. (2010). Fertilization in a suite of coastal marine invertebrates from SE Australia is robust to near-future ocean warming and acidification. Marine biology, 157(9), 2061-2069.",2010,TRUE,TRUE,TRUE
"1007","Echinodermata",-43.5,161.5,"Larvae",9,9,1,18,"pH","mortality",0.625,19,19,8.1,7.8,NA,NA,NA,NA,NA,36.6,NA,-0.594373848880023,-0.362941868822432,"Survival",TRUE,"ES.1025","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-0.767433778800579,0.238582072356782,0,-0.3,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Gonzalez-Bernat, M., Doo, S., Foo, S., Soars, N., & Lamare, M. (2013). Effects of ocean warming and acidification on embryos and non-calcifying larvae of the invasive sea star Patiriella regularis. Marine Ecology Progress Series, 473, 235-246.",2013,TRUE,TRUE,FALSE
"1009","Echinodermata",-43.5,161.5,"Larvae",9,9,3,18,"T","mortality",0.625,19,21,8.1,8.15,NA,NA,NA,NA,NA,36.6,NA,-0.594373848880023,-0.346540176770626,"Survival",TRUE,"ES.1027","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-0.775288137546982,0.238918658228363,2,0.0500000000000007,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Gonzalez-Bernat, M., Doo, S., Foo, S., Soars, N., & Lamare, M. (2013). Effects of ocean warming and acidification on embryos and non-calcifying larvae of the invasive sea star Patiriella regularis. Marine Ecology Progress Series, 473, 235-246.",2013,FALSE,TRUE,FALSE
"1010","Echinodermata",-43.5,161.5,"Larvae",9,9,4,18,"T, pH","mortality",0.625,19,21,8.1,7.8,NA,NA,NA,NA,NA,36.6,NA,-0.594373848880023,-0.242566657125324,"Survival",TRUE,"ES.1028","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-1.27929256456168,0.267683040715078,2,-0.3,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Gonzalez-Bernat, M., Doo, S., Foo, S., Soars, N., & Lamare, M. (2013). Effects of ocean warming and acidification on embryos and non-calcifying larvae of the invasive sea star Patiriella regularis. Marine Ecology Progress Series, 473, 235-246.",2013,TRUE,TRUE,FALSE
"1012","Echinodermata",-43.5,161.5,"Larvae",9,9,6,18,"T","mortality",0.625,19,23,8.1,8.15,NA,NA,NA,NA,NA,36.6,NA,-0.594373848880023,-0.0474681977896663,"Survival",TRUE,"ES.1030","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-2.09334232571267,0.343946724795004,4,0.0500000000000007,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Gonzalez-Bernat, M., Doo, S., Foo, S., Soars, N., & Lamare, M. (2013). Effects of ocean warming and acidification on embryos and non-calcifying larvae of the invasive sea star Patiriella regularis. Marine Ecology Progress Series, 473, 235-246.",2013,TRUE,TRUE,TRUE
"1016","Echinodermata",-43.5,161.5,"Larvae",7,7,2,14,"pH","normal larvae",3,19,19,8.1,7.6,NA,NA,NA,NA,NA,36.6,NA,2.94403455427691,2.44247646142907,"Development",FALSE,"ES.1034","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-0.336251007687631,0.289752312148962,0,-0.5,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Gonzalez-Bernat, M., Doo, S., Foo, S., Soars, N., & Lamare, M. (2013). Effects of ocean warming and acidification on embryos and non-calcifying larvae of the invasive sea star Patiriella regularis. Marine Ecology Progress Series, 473, 235-246.",2013,FALSE,TRUE,FALSE
"1019","Echinodermata",-43.5,161.5,"Larvae",7,7,5,14,"T, pH","normal larvae",3,19,21,8.1,7.6,NA,NA,NA,NA,NA,36.6,NA,2.94403455427691,1.87365172723287,"Development",FALSE,"ES.1037","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-0.764963800229214,0.306613200559326,2,-0.5,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Gonzalez-Bernat, M., Doo, S., Foo, S., Soars, N., & Lamare, M. (2013). Effects of ocean warming and acidification on embryos and non-calcifying larvae of the invasive sea star Patiriella regularis. Marine Ecology Progress Series, 473, 235-246.",2013,FALSE,TRUE,FALSE
"1021","Echinodermata",-43.5,161.5,"Larvae",7,7,7,14,"T, pH","normal larvae",3,19,23,8.1,7.8,NA,NA,NA,NA,NA,36.6,NA,2.94403455427691,1.48884480481902,"Development",FALSE,"ES.1039","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-1.09785957813723,0.328760559046702,4,-0.3,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Gonzalez-Bernat, M., Doo, S., Foo, S., Soars, N., & Lamare, M. (2013). Effects of ocean warming and acidification on embryos and non-calcifying larvae of the invasive sea star Patiriella regularis. Marine Ecology Progress Series, 473, 235-246.",2013,FALSE,TRUE,TRUE
"1022","Echinodermata",-43.5,161.5,"Larvae",7,7,8,14,"T, pH","normal larvae",3,19,23,8.1,7.6,NA,NA,NA,NA,NA,36.6,NA,2.94403455427691,2.18759170957758,"Development",FALSE,"ES.1040","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-0.520987975512944,0.295408159665324,4,-0.5,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Gonzalez-Bernat, M., Doo, S., Foo, S., Soars, N., & Lamare, M. (2013). Effects of ocean warming and acidification on embryos and non-calcifying larvae of the invasive sea star Patiriella regularis. Marine Ecology Progress Series, 473, 235-246.",2013,FALSE,TRUE,FALSE
"1023","Echinodermata",-43.5,161.5,"Larvae",12,12,9,24,"pH","larval length",24,19,19,8.1,7.8,NA,NA,NA,NA,NA,34.97,NA,1003.5036,849.4062,"Development",FALSE,"ES.1041","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-2.09543930816961,0.258143039462965,0,-0.3,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Gonzalez-Bernat, M., Doo, S., Foo, S., Soars, N., & Lamare, M. (2013). Effects of ocean warming and acidification on embryos and non-calcifying larvae of the invasive sea star Patiriella regularis. Marine Ecology Progress Series, 473, 235-246.",2013,TRUE,TRUE,TRUE
"1024","Echinodermata",-43.5,161.5,"Larvae",12,12,10,24,"pH","larval length",24,19,19,8.1,7.6,NA,NA,NA,NA,NA,34.97,NA,1003.5036,788.8361,"Development",FALSE,"ES.1042","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-1.82572795370878,0.236110053353201,0,-0.5,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Gonzalez-Bernat, M., Doo, S., Foo, S., Soars, N., & Lamare, M. (2013). Effects of ocean warming and acidification on embryos and non-calcifying larvae of the invasive sea star Patiriella regularis. Marine Ecology Progress Series, 473, 235-246.",2013,TRUE,TRUE,TRUE
"1025","Echinodermata",-43.5,161.5,"Larvae",12,12,11,24,"pH","larval length",24,19,19,8.1,7,NA,NA,NA,NA,NA,34.97,NA,1003.5036,769.8336,"Development",FALSE,"ES.1043","Patiriella","Asterinidae","Valvatida","Asteroidea","Patiriella regularis","Asteroidea",-2.19750528668204,0.267271447604073,0,-1.1,NA,NA,0,0.0625,0.714285714285714,0.617283950617284,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",NA,"Byrne, M., Gonzalez-Bernat, M., Doo, S., Foo, S., Soars, N., & Lamare, M. (2013). Effects of ocean warming and acidification on embryos and non-calcifying larvae of the invasive sea star Patiriella regularis. Marine Ecology Progress Series, 473, 235-246.",2013,TRUE,TRUE,TRUE
"1036","Echinodermata",-68.62,77.99,"Larvae",32,32,1,64,"pH","morphlogy (postoral arm difference)",21,-0.9,-1,7.99,7.76,NA,NA,NA,NA,NA,34.5,NA,0.0092692,0.011,"Development",TRUE,"ES.1054","Sterechinus","Echinidae","Camarodonta","Echinoidea","Sterechinus neumayeri","Echinoidea",-0.215616766912326,0.0628632077357322,-0.1,-0.23,NA,NA,0,0.238095238095238,0.285714285714286,0.871794871794872,-1.79,-0.79,-9.84090832924333,-12.3169297502083,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Byrne, M., Ho, M. A., Koleits, L., Price, C., King, C. K., Virtue, P., ... & Lamare, M. (2013). Vulnerability of the calcifying larval stage of the Antarctic sea urchin Sterechinus neumayeri to near?future ocean acidification and warming. Global Change Biology, 19(7), 2264-2275.",2013,FALSE,TRUE,TRUE
"1038","Echinodermata",-68.62,77.99,"Larvae",32,32,3,64,"T","morphlogy (postoral arm difference)",21,-0.9,0.9,7.99,8.09,NA,NA,NA,NA,NA,34.5,NA,0.0092692,0.0101,"Development",TRUE,"ES.1056","Sterechinus","Echinidae","Camarodonta","Echinoidea","Sterechinus neumayeri","Echinoidea",-0.146348434437869,0.0626673270645501,1.8,0.0999999999999996,NA,NA,0,0.238095238095238,0.285714285714286,0.871794871794872,-1.79,-0.79,-9.84090832924333,-9.32715000876084,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Byrne, M., Ho, M. A., Koleits, L., Price, C., King, C. K., Virtue, P., ... & Lamare, M. (2013). Vulnerability of the calcifying larval stage of the Antarctic sea urchin Sterechinus neumayeri to near?future ocean acidification and warming. Global Change Biology, 19(7), 2264-2275.",2013,FALSE,TRUE,TRUE
"1039","Echinodermata",-68.62,77.99,"Larvae",32,32,4,64,"T, pH","morphlogy (postoral arm difference)",21,-0.9,1.1,7.99,7.77,NA,NA,NA,NA,NA,34.5,NA,0.0092692,0.0135,"Development",TRUE,"ES.1057","Sterechinus","Echinidae","Camarodonta","Echinoidea","Sterechinus neumayeri","Echinoidea",-0.570591038695946,0.0650435479175009,2,-0.220000000000001,NA,NA,0,0.238095238095238,0.285714285714286,0.871794871794872,-1.79,-0.79,-9.84090832924333,-9.01243635176637,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Byrne, M., Ho, M. A., Koleits, L., Price, C., King, C. K., Virtue, P., ... & Lamare, M. (2013). Vulnerability of the calcifying larval stage of the Antarctic sea urchin Sterechinus neumayeri to near?future ocean acidification and warming. Global Change Biology, 19(7), 2264-2275.",2013,FALSE,TRUE,FALSE
"1040","Echinodermata",-68.62,77.99,"Larvae",32,32,5,64,"T, pH","morphlogy (postoral arm difference)",21,-0.9,1,7.99,7.59,NA,NA,NA,NA,NA,34.5,NA,0.0092692,0.0165,"Development",TRUE,"ES.1058","Sterechinus","Echinidae","Camarodonta","Echinoidea","Sterechinus neumayeri","Echinoidea",-0.677169833009292,0.0660824920526393,1.9,-0.4,NA,NA,0,0.238095238095238,0.285714285714286,0.871794871794872,-1.79,-0.79,-9.84090832924333,-9.16979318026361,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Byrne, M., Ho, M. A., Koleits, L., Price, C., King, C. K., Virtue, P., ... & Lamare, M. (2013). Vulnerability of the calcifying larval stage of the Antarctic sea urchin Sterechinus neumayeri to near?future ocean acidification and warming. Global Change Biology, 19(7), 2264-2275.",2013,FALSE,TRUE,TRUE
"1042","Echinodermata",-68.62,77.99,"Larvae",32,32,2,64,"pH","morphlogy (normal prism)",21,-0.9,-0.9,7.99,7.57,NA,NA,NA,NA,NA,34.5,NA,0.8633,0.7879,"Development",FALSE,"ES.1060","Sterechinus","Echinidae","Camarodonta","Echinoidea","Sterechinus neumayeri","Echinoidea",-0.737711551891575,0.0667517057327678,0,-0.42,NA,NA,0,0.238095238095238,0.285714285714286,0.871794871794872,-1.79,-0.79,-9.84090832924333,-12.1595729217111,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Byrne, M., Ho, M. A., Koleits, L., Price, C., King, C. K., Virtue, P., ... & Lamare, M. (2013). Vulnerability of the calcifying larval stage of the Antarctic sea urchin Sterechinus neumayeri to near?future ocean acidification and warming. Global Change Biology, 19(7), 2264-2275.",2013,FALSE,TRUE,TRUE
"1050","Mollusca",-32.1,153.25,"Gamete",3,3,5,6,"T, pH","fertilization",0.0833,18,22,8.19,8.02,NA,NA,NA,NA,NA,35,NA,0.201262788055152,0.227512098735856,"Fertilization",FALSE,"ES.1068","Saccostrea","Ostreidae","Ostreida","Bivalvia","Saccostrea glomerata","Bivalvia",0.12489456323469,0.667966554327132,4,-0.17,NA,NA,1,0.976190476190476,0.975308641975309,1,NA,NA,NA,NA,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Parker, L. M., Ross, P. M., & O’Connor, W. A. (2010). Comparing the effect of elevated pCO 2 and temperature on the fertilization and early development of two species of oysters. Marine Biology, 157(11), 2435-2452.",2010,FALSE,TRUE,FALSE
"1059","Mollusca",-32.1,153.25,"Gamete",3,3,14,6,"T, pH","fertilization",0.0833,18,30,8.19,7.96,NA,NA,NA,NA,NA,35,NA,0.201262788055152,0.295401225629712,"Fertilization",FALSE,"ES.1077","Saccostrea","Ostreidae","Ostreida","Bivalvia","Saccostrea glomerata","Bivalvia",0.456739884011125,0.684050943470541,12,-0.23,NA,NA,1,0.976190476190476,0.975308641975309,1,NA,NA,NA,NA,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Parker, L. M., Ross, P. M., & O’Connor, W. A. (2010). Comparing the effect of elevated pCO 2 and temperature on the fertilization and early development of two species of oysters. Marine Biology, 157(11), 2435-2452.",2010,FALSE,TRUE,FALSE
"1063","Mollusca",-32.72,152.07,"Gamete",3,3,18,6,"pH","fertilization",0.0833,18,18,8.19,7.82,NA,NA,NA,NA,NA,35,NA,1.81132243722598,0.654987803679168,"Fertilization",FALSE,"ES.1081","Crassostrea","Ostreidae","Ostreida","Bivalvia","Magallana gigas","Bivalvia",-1.26207995021879,0.799403816728688,0,-0.369999999999999,NA,NA,0.84,0.976190476190476,0.975308641975309,1,NA,NA,NA,NA,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Parker, L. M., Ross, P. M., & O’Connor, W. A. (2010). Comparing the effect of elevated pCO 2 and temperature on the fertilization and early development of two species of oysters. Marine Biology, 157(11), 2435-2452.",2010,FALSE,TRUE,FALSE
"1064","Mollusca",-32.72,152.07,"Gamete",3,3,19,6,"T","fertilization",0.0833,18,22,8.19,8.2,NA,NA,NA,NA,NA,35,NA,1.81132243722598,1.59977205994783,"Fertilization",FALSE,"ES.1082","Crassostrea","Ostreidae","Ostreida","Bivalvia","Magallana gigas","Bivalvia",-0.18544852458681,0.669532596272619,4,0.00999999999999979,NA,NA,0.84,0.976190476190476,0.975308641975309,1,NA,NA,NA,NA,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Parker, L. M., Ross, P. M., & O’Connor, W. A. (2010). Comparing the effect of elevated pCO 2 and temperature on the fertilization and early development of two species of oysters. Marine Biology, 157(11), 2435-2452.",2010,TRUE,TRUE,TRUE
"1068","Mollusca",-32.72,152.07,"Gamete",3,3,23,6,"T","fertilization",0.0833,18,26,8.19,8.2,NA,NA,NA,NA,NA,35,NA,1.81132243722598,2.30001099675894,"Fertilization",FALSE,"ES.1086","Crassostrea","Ostreidae","Ostreida","Bivalvia","Magallana gigas","Bivalvia",0.363656973623811,0.677687199538769,8,0.00999999999999979,NA,NA,0.84,0.976190476190476,0.975308641975309,1,NA,NA,NA,NA,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Parker, L. M., Ross, P. M., & O’Connor, W. A. (2010). Comparing the effect of elevated pCO 2 and temperature on the fertilization and early development of two species of oysters. Marine Biology, 157(11), 2435-2452.",2010,TRUE,TRUE,FALSE
"1081","Mollusca",-32.1,153.25,"Larvae",3,3,6,6,"T, pH","D-Veliger stage",2,18,22,8.19,7.94,NA,NA,NA,NA,NA,35,NA,0.780018039262184,0.749342373644692,"Development",FALSE,"ES.1099","Saccostrea","Ostreidae","Ostreida","Bivalvia","Saccostrea glomerata","Bivalvia",-0.0543586463358647,0.666912905202622,4,-0.249999999999999,NA,NA,1,0.976190476190476,0.975308641975309,1,NA,NA,NA,NA,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Parker, L. M., Ross, P. M., & O’Connor, W. A. (2010). Comparing the effect of elevated pCO 2 and temperature on the fertilization and early development of two species of oysters. Marine Biology, 157(11), 2435-2452.",2010,FALSE,TRUE,FALSE
"1084","Mollusca",-32.1,153.25,"Larvae",3,3,9,6,"T, pH","D-Veliger stage",2,18,26,8.19,8.03,NA,NA,NA,NA,NA,35,NA,0.780018039262184,1.11480305535618,"Development",FALSE,"ES.1102","Saccostrea","Ostreidae","Ostreida","Bivalvia","Saccostrea glomerata","Bivalvia",0.475545379855773,0.685511950691848,8,-0.16,NA,NA,1,0.976190476190476,0.975308641975309,1,NA,NA,NA,NA,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Parker, L. M., Ross, P. M., & O’Connor, W. A. (2010). Comparing the effect of elevated pCO 2 and temperature on the fertilization and early development of two species of oysters. Marine Biology, 157(11), 2435-2452.",2010,FALSE,TRUE,FALSE
"1085","Mollusca",-32.1,153.25,"Larvae",3,3,10,6,"T, pH","D-Veliger stage",2,18,26,8.19,7.95,NA,NA,NA,NA,NA,35,NA,0.780018039262184,0.808551516222961,"Development",FALSE,"ES.1103","Saccostrea","Ostreidae","Ostreida","Bivalvia","Saccostrea glomerata","Bivalvia",0.0488061627648657,0.666865170126986,8,-0.239999999999999,NA,NA,1,0.976190476190476,0.975308641975309,1,NA,NA,NA,NA,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Parker, L. M., Ross, P. M., & O’Connor, W. A. (2010). Comparing the effect of elevated pCO 2 and temperature on the fertilization and early development of two species of oysters. Marine Biology, 157(11), 2435-2452.",2010,FALSE,TRUE,FALSE
"1088","Mollusca",-32.1,153.25,"Larvae",3,3,13,6,"T, pH","D-Veliger stage",2,18,30,8.19,8.04,NA,NA,NA,NA,NA,35,NA,0.780018039262184,0.569010278606743,"Development",FALSE,"ES.1106","Saccostrea","Ostreidae","Ostreida","Bivalvia","Saccostrea glomerata","Bivalvia",-0.407802035248979,0.680525208329434,12,-0.15,NA,NA,1,0.976190476190476,0.975308641975309,1,NA,NA,NA,NA,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Parker, L. M., Ross, P. M., & O’Connor, W. A. (2010). Comparing the effect of elevated pCO 2 and temperature on the fertilization and early development of two species of oysters. Marine Biology, 157(11), 2435-2452.",2010,FALSE,TRUE,FALSE
